rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
3785.0,How <b>happy</b> are you right now?,0.6193754026652198,NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-html-vas-response,42,477871,0.0-42.0-0.0,,,,65562141ae0a6660324ce572,13:37:25,06/03/2024
1903.199999999255,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,html-keyboard-response,43,479778,0.0-42.0-1.0,,,,65562141ae0a6660324ce572,13:37:25,06/03/2024
3824.89999999851,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-rest-trial-limit,44,484107,0.0-42.0-2.0,0.0,,,65562141ae0a6660324ce572,13:37:25,06/03/2024
7245.0,,"{""Q0"":""Average""}",NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-evan-quiz,45,492613,0.0-42.0-3.0,,[2],memory,65562141ae0a6660324ce572,13:37:25,06/03/2024
2845.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.894984910650707,NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-html-vas-response,46,496467,0.0-42.0-4.0,,,engagement1,65562141ae0a6660324ce572,13:37:25,06/03/2024
6840.0,,"{""Q0"":""Yes""}",NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-evan-quiz,47,504563,0.0-42.0-5.0,,[0],engagement2,65562141ae0a6660324ce572,13:37:25,06/03/2024
14544.0,,"{'Q0': ""No I didn't""}",NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-survey-text,48,519862,0.0-42.0-6.0,,,engagement3,65562141ae0a6660324ce572,13:37:25,06/03/2024
5038.0,,"{""Q0"":""Same room + Same computer""}",NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-evan-quiz,49,526155,0.0-42.0-7.0,,[0],environment1,65562141ae0a6660324ce572,13:37:25,06/03/2024
18249.900000002235,,"{'Q0': 'I thought it was a fun task, quite engaging'}",NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-survey-text,50,545160,0.0-42.0-8.0,,,comment1,65562141ae0a6660324ce572,13:37:25,06/03/2024
2135.5,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,html-keyboard-response,206,1074937,0.0-44.0-0.0,,,,65562141ae0a6660324ce572,13:37:25,06/03/2024
3491.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.33508528025499307,NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-html-vas-response,207,1079947,0.0-44.0-1.0,,,state_stress,65562141ae0a6660324ce572,13:37:25,06/03/2024
4936.0,,"{""Q0"":""Very good""}",NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-evan-quiz,208,1086138,0.0-44.0-2.0,,[0],sleep1,65562141ae0a6660324ce572,13:37:25,06/03/2024
3257.0,,"{""Q0"":""Average""}",NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-evan-quiz,209,1090156,0.0-44.0-3.0,,[2],sleep2,65562141ae0a6660324ce572,13:37:25,06/03/2024
3056.0,,"{""Q0"":""Average""}",NIpysGtHjiNGYmR3vKYeNYR9L6t2,NIpysGtHjiNGYmR3vKYeNYR9L6t2,delaylearn,survey,lmdlab-evan-quiz,210,1093971,0.0-44.0-4.0,,[2],sleep3,65562141ae0a6660324ce572,13:37:25,06/03/2024
