rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
4398.0,How <b>happy</b> are you right now?,0.9752805940795497,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-html-vas-response,42,403049,0.0-42.0-0.0,,,,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
1403.7999999523163,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,html-keyboard-response,43,404457,0.0-42.0-1.0,,,,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
3002.7000000476837,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-rest-trial-limit,44,407984,0.0-42.0-2.0,0.0,,,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
4363.0,,"{""Q0"":""Easy""}",0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-evan-quiz,45,413645,0.0-42.0-3.0,,[1],memory,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
6061.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.9817910548981045,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-html-vas-response,46,420729,0.0-42.0-4.0,,,engagement1,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
4115.0,,"{""Q0"":""Yes""}",0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-evan-quiz,47,426113,0.0-42.0-5.0,,[0],engagement2,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
16701.799999952316,,{'Q0': 'No Distraction'},0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-survey-text,48,443601,0.0-42.0-6.0,,,engagement3,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
8325.0,,"{""Q0"":""Same room + Same computer""}",0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-evan-quiz,49,453196,0.0-42.0-7.0,,[0],environment1,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
31430.700000047684,,{'Q0': 'The ability to recollect some lucky pictures makes it fun'},0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-survey-text,50,485386,0.0-42.0-8.0,,,comment1,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
2288.399999856949,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,html-keyboard-response,206,1329878,0.0-44.0-0.0,,,,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
6492.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.1028788443932047,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-html-vas-response,207,1337926,0.0-44.0-1.0,,,state_stress,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
3420.0,,"{""Q0"":""Very good""}",0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-evan-quiz,208,1342630,0.0-44.0-2.0,,[0],sleep1,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
2915.0,,"{""Q0"":""Much more sleep""}",0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-evan-quiz,209,1346312,0.0-44.0-3.0,,[0],sleep2,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
2819.0,,"{""Q0"":""Very good""}",0UrXbrB7TzYyM4TmNd0VK0ijxVf1,0UrXbrB7TzYyM4TmNd0VK0ijxVf1,delaylearn,survey,lmdlab-evan-quiz,210,1349897,0.0-44.0-4.0,,[0],sleep3,654ceaf9bea6ff323bef327c,13:50:58,06/03/2024
