rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
6019.0,How <b>happy</b> are you right now?,0.6759259259259259,srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-html-vas-response,45,383820,0.0-45.0-0.0,,,,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
1655.2999999523163,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,html-keyboard-response,46,385481,0.0-45.0-1.0,,,,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
2492.4000000953674,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-rest-trial-limit,47,388476,0.0-45.0-2.0,0.0,,,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
5731.0,,"{""Q0"":""Difficult""}",srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-evan-quiz,48,395483,0.0-45.0-3.0,,[3],memory,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
4238.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-html-vas-response,49,400735,0.0-45.0-4.0,,,engagement1,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
4220.0,,"{""Q0"":""Yes""}",srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-evan-quiz,50,406228,0.0-45.0-5.0,,[0],engagement2,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
9338.799999952316,,{'Q0': 'no i did not.'},srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-survey-text,51,416336,0.0-45.0-6.0,,,engagement3,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
13810.0,,"{""Q0"":""Different BUILDING + Same computer""}",srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-evan-quiz,52,431410,0.0-45.0-7.0,,[4],environment1,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
41582.5,,{'Q0': 'it was very slow.'},srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-survey-text,53,473757,0.0-45.0-8.0,,,comment1,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
1051.5,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,html-keyboard-response,209,948494,0.0-47.0-0.0,,,,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
4700.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.5092592592592593,srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-html-vas-response,210,954725,0.0-47.0-1.0,,,state_stress,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
4201.0,,"{""Q0"":""Good""}",srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-evan-quiz,211,960196,0.0-47.0-2.0,,[1],sleep1,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
4846.0,,"{""Q0"":""Less""}",srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-evan-quiz,212,965808,0.0-47.0-3.0,,[3],sleep2,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
5739.0,,"{""Q0"":""Average""}",srLr8lxFnpYbtaZG0WYWqZjNiXg1,srLr8lxFnpYbtaZG0WYWqZjNiXg1,delaylearn,survey,lmdlab-evan-quiz,213,972308,0.0-47.0-4.0,,[2],sleep3,60394fde95a5a03dcc668c4b,16:54:48,03/04/2024
