rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
3428,How <b>happy</b> are you right now?,0.6636111975242149,gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-html-vas-response,45,396304,0.0-45.0-0.0,,,,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
1773,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,html-keyboard-response,46,398081,0.0-45.0-1.0,,,,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
2808,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-rest-trial-limit,47,401393,0.0-45.0-2.0,0.0,,,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
5424,,"{""Q0"":""Easy""}",gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-evan-quiz,48,408078,0.0-45.0-3.0,,[1],memory,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
2498,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.8194734614202906,gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-html-vas-response,49,411587,0.0-45.0-4.0,,,engagement1,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
2862,,"{""Q0"":""Yes""}",gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-evan-quiz,50,415706,0.0-45.0-5.0,,[0],engagement2,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
6495,,{'Q0': 'No none '},gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-survey-text,51,422955,0.0-45.0-6.0,,,engagement3,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
7277,,"{""Q0"":""Same room + Same computer""}",gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-evan-quiz,52,431490,0.0-45.0-7.0,,[0],environment1,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
11412,,"{'Q0': 'Really enjoyed, clear instructions '}",gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-survey-text,53,443655,0.0-45.0-8.0,,,comment1,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
2005,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,html-keyboard-response,209,933591,0.0-47.0-0.0,,,,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
3045,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.5424364024641793,gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-html-vas-response,210,938150,0.0-47.0-1.0,,,state_stress,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
2780,,"{""Q0"":""Good""}",gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-evan-quiz,211,942188,0.0-47.0-2.0,,[1],sleep1,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
3944,,"{""Q0"":""Average""}",gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-evan-quiz,212,946889,0.0-47.0-3.0,,[2],sleep2,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
3039,,"{""Q0"":""Good""}",gzLNgyxJR3bpgz5VDLctxuCnxXh2,gzLNgyxJR3bpgz5VDLctxuCnxXh2,delaylearn,survey,lmdlab-evan-quiz,213,950686,0.0-47.0-4.0,,[1],sleep3,62ac70ac67b1d7d5b5f46c02,08:53:07,03/04/2024
